config,target,metric,value
eregalloc-c0+spectral,corpus:dot_product,run_min_s,3.664831
eregalloc-c2,corpus:dot_product,compile_s,6.09
eregalloc-c2,corpus:dot_product,obj_bytes,27280
eregalloc-c2,corpus:dot_product,text_bytes,23640
eregalloc-c2,corpus:dot_product,insns,5825
eregalloc-c2,corpus:dot_product,ldr_sp,1027
eregalloc-c2,corpus:dot_product,str_sp,1265
eregalloc-c2,corpus:dot_product,ldp_sp,0
eregalloc-c2,corpus:dot_product,stp_sp,0
eregalloc-c2,corpus:dot_product,mov_imm,1195
eregalloc-c2,corpus:dot_product,objects,1
eregalloc-c2,corpus:dot_product,kfn_insns,216
eregalloc-c2,corpus:dot_product,kfn_ldr_sp,46
eregalloc-c2,corpus:dot_product,kfn_str_sp,30
eregalloc-c2,corpus:dot_product,kfn_ldp_sp,0
eregalloc-c2,corpus:dot_product,kfn_stp_sp,0
eregalloc-c2,corpus:dot_product,kfn_mov_imm,49
eregalloc-c2,corpus:dot_product,kfn_symbols,1
eregalloc-c2,corpus:dot_product,correct,1
eregalloc-c2,corpus:dot_product,run_median_s,3.684993
eregalloc-c2,corpus:dot_product,run_min_s,3.680531
eregalloc-c2+spectral,corpus:dot_product,compile_s,6.148
eregalloc-c2+spectral,corpus:dot_product,obj_bytes,26960
eregalloc-c2+spectral,corpus:dot_product,text_bytes,23316
eregalloc-c2+spectral,corpus:dot_product,insns,5744
eregalloc-c2+spectral,corpus:dot_product,ldr_sp,1026
eregalloc-c2+spectral,corpus:dot_product,str_sp,1225
eregalloc-c2+spectral,corpus:dot_product,ldp_sp,0
eregalloc-c2+spectral,corpus:dot_product,stp_sp,0
eregalloc-c2+spectral,corpus:dot_product,mov_imm,1155
eregalloc-c2+spectral,corpus:dot_product,objects,1
eregalloc-c2+spectral,corpus:dot_product,kfn_insns,216
eregalloc-c2+spectral,corpus:dot_product,kfn_ldr_sp,46
eregalloc-c2+spectral,corpus:dot_product,kfn_str_sp,30
eregalloc-c2+spectral,corpus:dot_product,kfn_ldp_sp,0
eregalloc-c2+spectral,corpus:dot_product,kfn_stp_sp,0
eregalloc-c2+spectral,corpus:dot_product,kfn_mov_imm,49
eregalloc-c2+spectral,corpus:dot_product,kfn_symbols,1
eregalloc-c2+spectral,corpus:dot_product,correct,1
eregalloc-c2+spectral,corpus:dot_product,run_median_s,3.692541
eregalloc-c2+spectral,corpus:dot_product,run_min_s,3.659773
baseline,corpus:elementwise_chain,compile_s,5.638
baseline,corpus:elementwise_chain,obj_bytes,23472
baseline,corpus:elementwise_chain,text_bytes,19839
baseline,corpus:elementwise_chain,insns,4842
baseline,corpus:elementwise_chain,ldr_sp,934
baseline,corpus:elementwise_chain,str_sp,850
baseline,corpus:elementwise_chain,ldp_sp,0
baseline,corpus:elementwise_chain,stp_sp,0
baseline,corpus:elementwise_chain,mov_imm,897
baseline,corpus:elementwise_chain,objects,1
baseline,corpus:elementwise_chain,kfn_insns,312
baseline,corpus:elementwise_chain,kfn_ldr_sp,33
baseline,corpus:elementwise_chain,kfn_str_sp,21
baseline,corpus:elementwise_chain,kfn_ldp_sp,0
baseline,corpus:elementwise_chain,kfn_stp_sp,0
baseline,corpus:elementwise_chain,kfn_mov_imm,143
baseline,corpus:elementwise_chain,kfn_symbols,1
baseline,corpus:elementwise_chain,correct,1
baseline,corpus:elementwise_chain,run_median_s,5.312785
baseline,corpus:elementwise_chain,run_min_s,5.07029
weighted,corpus:elementwise_chain,compile_s,5.626
weighted,corpus:elementwise_chain,obj_bytes,24344
weighted,corpus:elementwise_chain,text_bytes,20707
weighted,corpus:elementwise_chain,insns,5059
weighted,corpus:elementwise_chain,ldr_sp,1009
weighted,corpus:elementwise_chain,str_sp,992
weighted,corpus:elementwise_chain,ldp_sp,0
weighted,corpus:elementwise_chain,stp_sp,0
weighted,corpus:elementwise_chain,mov_imm,897
weighted,corpus:elementwise_chain,objects,1
weighted,corpus:elementwise_chain,kfn_insns,460
weighted,corpus:elementwise_chain,kfn_ldr_sp,102
weighted,corpus:elementwise_chain,kfn_str_sp,100
weighted,corpus:elementwise_chain,kfn_ldp_sp,0
weighted,corpus:elementwise_chain,kfn_stp_sp,0
weighted,corpus:elementwise_chain,kfn_mov_imm,143
weighted,corpus:elementwise_chain,kfn_symbols,1
weighted,corpus:elementwise_chain,correct,1
weighted,corpus:elementwise_chain,run_median_s,16.651177
weighted,corpus:elementwise_chain,run_min_s,16.634645
weighted+remat,corpus:elementwise_chain,compile_s,6.126
weighted+remat,corpus:elementwise_chain,obj_bytes,25248
weighted+remat,corpus:elementwise_chain,text_bytes,21615
weighted+remat,corpus:elementwise_chain,insns,5286
weighted+remat,corpus:elementwise_chain,ldr_sp,961
weighted+remat,corpus:elementwise_chain,str_sp,1083
weighted+remat,corpus:elementwise_chain,ldp_sp,0
weighted+remat,corpus:elementwise_chain,stp_sp,0
weighted+remat,corpus:elementwise_chain,mov_imm,1081
weighted+remat,corpus:elementwise_chain,objects,1
weighted+remat,corpus:elementwise_chain,kfn_insns,466
weighted+remat,corpus:elementwise_chain,kfn_ldr_sp,92
weighted+remat,corpus:elementwise_chain,kfn_str_sp,103
weighted+remat,corpus:elementwise_chain,kfn_ldp_sp,0
weighted+remat,corpus:elementwise_chain,kfn_stp_sp,0
weighted+remat,corpus:elementwise_chain,kfn_mov_imm,156
weighted+remat,corpus:elementwise_chain,kfn_symbols,1
weighted+remat,corpus:elementwise_chain,correct,1
weighted+remat,corpus:elementwise_chain,run_median_s,20.107219
weighted+remat,corpus:elementwise_chain,run_min_s,16.454464
weighted+remat+spectral,corpus:elementwise_chain,compile_s,6.534
weighted+remat+spectral,corpus:elementwise_chain,obj_bytes,25424
weighted+remat+spectral,corpus:elementwise_chain,text_bytes,21787
weighted+remat+spectral,corpus:elementwise_chain,insns,5329
weighted+remat+spectral,corpus:elementwise_chain,ldr_sp,982
weighted+remat+spectral,corpus:elementwise_chain,str_sp,1101
weighted+remat+spectral,corpus:elementwise_chain,ldp_sp,0
weighted+remat+spectral,corpus:elementwise_chain,stp_sp,0
weighted+remat+spectral,corpus:elementwise_chain,mov_imm,1085
weighted+remat+spectral,corpus:elementwise_chain,objects,1
weighted+remat+spectral,corpus:elementwise_chain,kfn_insns,476
weighted+remat+spectral,corpus:elementwise_chain,kfn_ldr_sp,96
weighted+remat+spectral,corpus:elementwise_chain,kfn_str_sp,109
weighted+remat+spectral,corpus:elementwise_chain,kfn_ldp_sp,0
weighted+remat+spectral,corpus:elementwise_chain,kfn_stp_sp,0
weighted+remat+spectral,corpus:elementwise_chain,kfn_mov_imm,156
weighted+remat+spectral,corpus:elementwise_chain,kfn_symbols,1
weighted+remat+spectral,corpus:elementwise_chain,correct,1
weighted+remat+spectral,corpus:elementwise_chain,run_median_s,21.240787
weighted+remat+spectral,corpus:elementwise_chain,run_min_s,17.848506
eregalloc-c0,corpus:elementwise_chain,compile_s,6.568
eregalloc-c0,corpus:elementwise_chain,obj_bytes,23848
eregalloc-c0,corpus:elementwise_chain,text_bytes,20211
eregalloc-c0,corpus:elementwise_chain,insns,4935
eregalloc-c0,corpus:elementwise_chain,ldr_sp,904
eregalloc-c0,corpus:elementwise_chain,str_sp,903
eregalloc-c0,corpus:elementwise_chain,ldp_sp,0
eregalloc-c0,corpus:elementwise_chain,stp_sp,0
eregalloc-c0,corpus:elementwise_chain,mov_imm,963
eregalloc-c0,corpus:elementwise_chain,objects,1
eregalloc-c0,corpus:elementwise_chain,kfn_insns,316
eregalloc-c0,corpus:elementwise_chain,kfn_ldr_sp,33
eregalloc-c0,corpus:elementwise_chain,kfn_str_sp,23
eregalloc-c0,corpus:elementwise_chain,kfn_ldp_sp,0
eregalloc-c0,corpus:elementwise_chain,kfn_stp_sp,0
eregalloc-c0,corpus:elementwise_chain,kfn_mov_imm,145
eregalloc-c0,corpus:elementwise_chain,kfn_symbols,1
eregalloc-c0,corpus:elementwise_chain,correct,1
eregalloc-c0,corpus:elementwise_chain,run_median_s,7.10478
eregalloc-c0,corpus:elementwise_chain,run_min_s,6.67539
eregalloc-c0+spectral,corpus:elementwise_chain,compile_s,6.539
eregalloc-c0+spectral,corpus:elementwise_chain,obj_bytes,23520
eregalloc-c0+spectral,corpus:elementwise_chain,text_bytes,19887
eregalloc-c0+spectral,corpus:elementwise_chain,insns,4854
eregalloc-c0+spectral,corpus:elementwise_chain,ldr_sp,903
eregalloc-c0+spectral,corpus:elementwise_chain,str_sp,863
eregalloc-c0+spectral,corpus:elementwise_chain,ldp_sp,0
eregalloc-c0+spectral,corpus:elementwise_chain,stp_sp,0
eregalloc-c0+spectral,corpus:elementwise_chain,mov_imm,923
eregalloc-c0+spectral,corpus:elementwise_chain,objects,1
eregalloc-c0+spectral,corpus:elementwise_chain,kfn_insns,316
eregalloc-c0+spectral,corpus:elementwise_chain,kfn_ldr_sp,33
eregalloc-c0+spectral,corpus:elementwise_chain,kfn_str_sp,23
eregalloc-c0+spectral,corpus:elementwise_chain,kfn_ldp_sp,0
eregalloc-c0+spectral,corpus:elementwise_chain,kfn_stp_sp,0
eregalloc-c0+spectral,corpus:elementwise_chain,kfn_mov_imm,145
eregalloc-c0+spectral,corpus:elementwise_chain,kfn_symbols,1
eregalloc-c0+spectral,corpus:elementwise_chain,correct,1
eregalloc-c0+spectral,corpus:elementwise_chain,run_median_s,7.030643
eregalloc-c0+spectral,corpus:elementwise_chain,run_min_s,6.669256
eregalloc-c2,corpus:elementwise_chain,compile_s,6.983
eregalloc-c2,corpus:elementwise_chain,obj_bytes,23784
eregalloc-c2,corpus:elementwise_chain,text_bytes,20147
eregalloc-c2,corpus:elementwise_chain,insns,4919
eregalloc-c2,corpus:elementwise_chain,ldr_sp,901
eregalloc-c2,corpus:elementwise_chain,str_sp,899
eregalloc-c2,corpus:elementwise_chain,ldp_sp,0
eregalloc-c2,corpus:elementwise_chain,stp_sp,0
eregalloc-c2,corpus:elementwise_chain,mov_imm,958
eregalloc-c2,corpus:elementwise_chain,objects,1
eregalloc-c2,corpus:elementwise_chain,kfn_insns,316
eregalloc-c2,corpus:elementwise_chain,kfn_ldr_sp,33
eregalloc-c2,corpus:elementwise_chain,kfn_str_sp,23
eregalloc-c2,corpus:elementwise_chain,kfn_ldp_sp,0
eregalloc-c2,corpus:elementwise_chain,kfn_stp_sp,0
eregalloc-c2,corpus:elementwise_chain,kfn_mov_imm,145
eregalloc-c2,corpus:elementwise_chain,kfn_symbols,1
eregalloc-c2,corpus:elementwise_chain,correct,1
eregalloc-c2,corpus:elementwise_chain,run_median_s,7.019403
eregalloc-c2,corpus:elementwise_chain,run_min_s,6.855534
eregalloc-c2+spectral,corpus:elementwise_chain,compile_s,6.972
eregalloc-c2+spectral,corpus:elementwise_chain,obj_bytes,23456
eregalloc-c2+spectral,corpus:elementwise_chain,text_bytes,19823
eregalloc-c2+spectral,corpus:elementwise_chain,insns,4838
eregalloc-c2+spectral,corpus:elementwise_chain,ldr_sp,900
eregalloc-c2+spectral,corpus:elementwise_chain,str_sp,859
eregalloc-c2+spectral,corpus:elementwise_chain,ldp_sp,0
eregalloc-c2+spectral,corpus:elementwise_chain,stp_sp,0
eregalloc-c2+spectral,corpus:elementwise_chain,mov_imm,918
eregalloc-c2+spectral,corpus:elementwise_chain,objects,1
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_insns,316
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_ldr_sp,33
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_str_sp,23
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_ldp_sp,0
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_stp_sp,0
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_mov_imm,145
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_symbols,1
eregalloc-c2+spectral,corpus:elementwise_chain,correct,1
eregalloc-c2+spectral,corpus:elementwise_chain,run_median_s,7.033919
eregalloc-c2+spectral,corpus:elementwise_chain,run_min_s,6.904793
baseline,corpus:gemm_control,compile_s,6.523
baseline,corpus:gemm_control,obj_bytes,23112
baseline,corpus:gemm_control,text_bytes,19495
baseline,corpus:gemm_control,insns,4756
baseline,corpus:gemm_control,ldr_sp,974
baseline,corpus:gemm_control,str_sp,877
baseline,corpus:gemm_control,ldp_sp,0
baseline,corpus:gemm_control,stp_sp,0
baseline,corpus:gemm_control,mov_imm,789
baseline,corpus:gemm_control,objects,1
baseline,corpus:gemm_control,kfn_insns,151
baseline,corpus:gemm_control,kfn_ldr_sp,36
baseline,corpus:gemm_control,kfn_str_sp,23
baseline,corpus:gemm_control,kfn_ldp_sp,0
baseline,corpus:gemm_control,kfn_stp_sp,0
baseline,corpus:gemm_control,kfn_mov_imm,32
baseline,corpus:gemm_control,kfn_symbols,1
baseline,corpus:gemm_control,correct,1
baseline,corpus:gemm_control,run_median_s,4.648336
baseline,corpus:gemm_control,run_min_s,4.599431
weighted,corpus:gemm_control,compile_s,6.457
weighted,corpus:gemm_control,obj_bytes,23800
weighted,corpus:gemm_control,text_bytes,20183
weighted,corpus:gemm_control,insns,4928
weighted,corpus:gemm_control,ldr_sp,1025
weighted,corpus:gemm_control,str_sp,998
weighted,corpus:gemm_control,ldp_sp,0
weighted,corpus:gemm_control,stp_sp,0
weighted,corpus:gemm_control,mov_imm,789
weighted,corpus:gemm_control,objects,1
weighted,corpus:gemm_control,kfn_insns,254
weighted,corpus:gemm_control,kfn_ldr_sp,81
weighted,corpus:gemm_control,kfn_str_sp,81
weighted,corpus:gemm_control,kfn_ldp_sp,0
weighted,corpus:gemm_control,kfn_stp_sp,0
weighted,corpus:gemm_control,kfn_mov_imm,32
weighted,corpus:gemm_control,kfn_symbols,1
weighted,corpus:gemm_control,correct,1
weighted,corpus:gemm_control,run_median_s,21.470427
weighted,corpus:gemm_control,run_min_s,20.979754
weighted+remat,corpus:gemm_control,compile_s,6.508
weighted+remat,corpus:gemm_control,obj_bytes,24688
weighted+remat,corpus:gemm_control,text_bytes,21067
weighted+remat,corpus:gemm_control,insns,5149
weighted+remat,corpus:gemm_control,ldr_sp,976
weighted+remat,corpus:gemm_control,str_sp,1086
weighted+remat,corpus:gemm_control,ldp_sp,0
weighted+remat,corpus:gemm_control,stp_sp,0
weighted+remat,corpus:gemm_control,mov_imm,971
weighted+remat,corpus:gemm_control,objects,1
weighted+remat,corpus:gemm_control,kfn_insns,254
weighted+remat,corpus:gemm_control,kfn_ldr_sp,72
weighted+remat,corpus:gemm_control,kfn_str_sp,81
weighted+remat,corpus:gemm_control,kfn_ldp_sp,0
weighted+remat,corpus:gemm_control,kfn_stp_sp,0
weighted+remat,corpus:gemm_control,kfn_mov_imm,41
weighted+remat,corpus:gemm_control,kfn_symbols,1
weighted+remat,corpus:gemm_control,correct,1
weighted+remat,corpus:gemm_control,run_median_s,20.867943
weighted+remat,corpus:gemm_control,run_min_s,20.281184
weighted+remat+spectral,corpus:gemm_control,compile_s,6.659
weighted+remat+spectral,corpus:gemm_control,obj_bytes,24816
weighted+remat+spectral,corpus:gemm_control,text_bytes,21199
weighted+remat+spectral,corpus:gemm_control,insns,5182
weighted+remat+spectral,corpus:gemm_control,ldr_sp,993
weighted+remat+spectral,corpus:gemm_control,str_sp,1098
weighted+remat+spectral,corpus:gemm_control,ldp_sp,0
weighted+remat+spectral,corpus:gemm_control,stp_sp,0
weighted+remat+spectral,corpus:gemm_control,mov_imm,975
weighted+remat+spectral,corpus:gemm_control,objects,1
weighted+remat+spectral,corpus:gemm_control,kfn_insns,254
weighted+remat+spectral,corpus:gemm_control,kfn_ldr_sp,72
weighted+remat+spectral,corpus:gemm_control,kfn_str_sp,81
weighted+remat+spectral,corpus:gemm_control,kfn_ldp_sp,0
weighted+remat+spectral,corpus:gemm_control,kfn_stp_sp,0
weighted+remat+spectral,corpus:gemm_control,kfn_mov_imm,41
weighted+remat+spectral,corpus:gemm_control,kfn_symbols,1
weighted+remat+spectral,corpus:gemm_control,correct,1
weighted+remat+spectral,corpus:gemm_control,run_median_s,21.485208
weighted+remat+spectral,corpus:gemm_control,run_min_s,20.344084
eregalloc-c0,corpus:gemm_control,compile_s,6.526
eregalloc-c0,corpus:gemm_control,obj_bytes,23488
eregalloc-c0,corpus:gemm_control,text_bytes,19867
eregalloc-c0,corpus:gemm_control,insns,4849
eregalloc-c0,corpus:gemm_control,ldr_sp,945
eregalloc-c0,corpus:gemm_control,str_sp,931
eregalloc-c0,corpus:gemm_control,ldp_sp,0
eregalloc-c0,corpus:gemm_control,stp_sp,0
eregalloc-c0,corpus:gemm_control,mov_imm,853
eregalloc-c0,corpus:gemm_control,objects,1
eregalloc-c0,corpus:gemm_control,kfn_insns,155
eregalloc-c0,corpus:gemm_control,kfn_ldr_sp,37
eregalloc-c0,corpus:gemm_control,kfn_str_sp,26
eregalloc-c0,corpus:gemm_control,kfn_ldp_sp,0
eregalloc-c0,corpus:gemm_control,kfn_stp_sp,0
eregalloc-c0,corpus:gemm_control,kfn_mov_imm,32
eregalloc-c0,corpus:gemm_control,kfn_symbols,1
eregalloc-c0,corpus:gemm_control,correct,1
eregalloc-c0,corpus:gemm_control,run_median_s,4.583552
eregalloc-c0,corpus:gemm_control,run_min_s,4.547475
eregalloc-c0+spectral,corpus:gemm_control,compile_s,6.622
eregalloc-c0+spectral,corpus:gemm_control,obj_bytes,23160
eregalloc-c0+spectral,corpus:gemm_control,text_bytes,19543
eregalloc-c0+spectral,corpus:gemm_control,insns,4768
eregalloc-c0+spectral,corpus:gemm_control,ldr_sp,944
eregalloc-c0+spectral,corpus:gemm_control,str_sp,891
eregalloc-c0+spectral,corpus:gemm_control,ldp_sp,0
eregalloc-c0+spectral,corpus:gemm_control,stp_sp,0
eregalloc-c0+spectral,corpus:gemm_control,mov_imm,813
eregalloc-c0+spectral,corpus:gemm_control,objects,1
eregalloc-c0+spectral,corpus:gemm_control,kfn_insns,155
eregalloc-c0+spectral,corpus:gemm_control,kfn_ldr_sp,37
eregalloc-c0+spectral,corpus:gemm_control,kfn_str_sp,26
eregalloc-c0+spectral,corpus:gemm_control,kfn_ldp_sp,0
eregalloc-c0+spectral,corpus:gemm_control,kfn_stp_sp,0
eregalloc-c0+spectral,corpus:gemm_control,kfn_mov_imm,32
eregalloc-c0+spectral,corpus:gemm_control,kfn_symbols,1
eregalloc-c0+spectral,corpus:gemm_control,correct,1
eregalloc-c0+spectral,corpus:gemm_control,run_median_s,4.579633
eregalloc-c0+spectral,corpus:gemm_control,run_min_s,4.548257
eregalloc-c2,corpus:gemm_control,compile_s,6.996
eregalloc-c2,corpus:gemm_control,obj_bytes,23424
eregalloc-c2,corpus:gemm_control,text_bytes,19803
eregalloc-c2,corpus:gemm_control,insns,4833
eregalloc-c2,corpus:gemm_control,ldr_sp,942
eregalloc-c2,corpus:gemm_control,str_sp,927
eregalloc-c2,corpus:gemm_control,ldp_sp,0
eregalloc-c2,corpus:gemm_control,stp_sp,0
eregalloc-c2,corpus:gemm_control,mov_imm,848
eregalloc-c2,corpus:gemm_control,objects,1
eregalloc-c2,corpus:gemm_control,kfn_insns,155
eregalloc-c2,corpus:gemm_control,kfn_ldr_sp,37
eregalloc-c2,corpus:gemm_control,kfn_str_sp,26
eregalloc-c2,corpus:gemm_control,kfn_ldp_sp,0
eregalloc-c2,corpus:gemm_control,kfn_stp_sp,0
eregalloc-c2,corpus:gemm_control,kfn_mov_imm,32
eregalloc-c2,corpus:gemm_control,kfn_symbols,1
eregalloc-c2,corpus:gemm_control,correct,1
eregalloc-c2,corpus:gemm_control,run_median_s,4.557441
eregalloc-c2,corpus:gemm_control,run_min_s,4.516261
eregalloc-c2+spectral,corpus:gemm_control,compile_s,6.966
eregalloc-c2+spectral,corpus:gemm_control,obj_bytes,23096
eregalloc-c2+spectral,corpus:gemm_control,text_bytes,19479
eregalloc-c2+spectral,corpus:gemm_control,insns,4752
eregalloc-c2+spectral,corpus:gemm_control,ldr_sp,941
eregalloc-c2+spectral,corpus:gemm_control,str_sp,887
eregalloc-c2+spectral,corpus:gemm_control,ldp_sp,0
eregalloc-c2+spectral,corpus:gemm_control,stp_sp,0
eregalloc-c2+spectral,corpus:gemm_control,mov_imm,808
eregalloc-c2+spectral,corpus:gemm_control,objects,1
eregalloc-c2+spectral,corpus:gemm_control,kfn_insns,155
eregalloc-c2+spectral,corpus:gemm_control,kfn_ldr_sp,37
eregalloc-c2+spectral,corpus:gemm_control,kfn_str_sp,26
eregalloc-c2+spectral,corpus:gemm_control,kfn_ldp_sp,0
eregalloc-c2+spectral,corpus:gemm_control,kfn_stp_sp,0
eregalloc-c2+spectral,corpus:gemm_control,kfn_mov_imm,32
eregalloc-c2+spectral,corpus:gemm_control,kfn_symbols,1
eregalloc-c2+spectral,corpus:gemm_control,correct,1
eregalloc-c2+spectral,corpus:gemm_control,run_median_s,4.602539
eregalloc-c2+spectral,corpus:gemm_control,run_min_s,4.560241
baseline,corpus:gemm_tiled,compile_s,6.897
baseline,corpus:gemm_tiled,obj_bytes,30320
baseline,corpus:gemm_tiled,text_bytes,26711
baseline,corpus:gemm_tiled,insns,6560
baseline,corpus:gemm_tiled,ldr_sp,1028
baseline,corpus:gemm_tiled,str_sp,1675
baseline,corpus:gemm_tiled,ldp_sp,0
baseline,corpus:gemm_tiled,stp_sp,0
baseline,corpus:gemm_tiled,mov_imm,1613
baseline,corpus:gemm_tiled,objects,1
baseline,corpus:gemm_tiled,kfn_insns,2018
baseline,corpus:gemm_tiled,kfn_ldr_sp,121
baseline,corpus:gemm_tiled,kfn_str_sp,843
baseline,corpus:gemm_tiled,kfn_ldp_sp,0
baseline,corpus:gemm_tiled,kfn_stp_sp,0
baseline,corpus:gemm_tiled,kfn_mov_imm,859
baseline,corpus:gemm_tiled,kfn_symbols,1
baseline,corpus:gemm_tiled,correct,1
baseline,corpus:gemm_tiled,run_median_s,21.268538
baseline,corpus:gemm_tiled,run_min_s,19.080657
weighted,corpus:gemm_tiled,compile_s,6.573
weighted,corpus:gemm_tiled,obj_bytes,31632
weighted,corpus:gemm_tiled,text_bytes,28023
weighted,corpus:gemm_tiled,insns,6888
weighted,corpus:gemm_tiled,ldr_sp,1149
weighted,corpus:gemm_tiled,str_sp,1880
weighted,corpus:gemm_tiled,ldp_sp,0
weighted,corpus:gemm_tiled,stp_sp,0
weighted,corpus:gemm_tiled,mov_imm,1613
weighted,corpus:gemm_tiled,objects,1
weighted,corpus:gemm_tiled,kfn_insns,2277
weighted,corpus:gemm_tiled,kfn_ldr_sp,236
weighted,corpus:gemm_tiled,kfn_str_sp,985
weighted,corpus:gemm_tiled,kfn_ldp_sp,0
weighted,corpus:gemm_tiled,kfn_stp_sp,0
weighted,corpus:gemm_tiled,kfn_mov_imm,859
weighted,corpus:gemm_tiled,kfn_symbols,1
weighted,corpus:gemm_tiled,correct,1
weighted,corpus:gemm_tiled,run_median_s,84.22386
weighted,corpus:gemm_tiled,run_min_s,81.790791
weighted+remat,corpus:gemm_tiled,compile_s,6.912
weighted+remat,corpus:gemm_tiled,obj_bytes,32568
weighted+remat,corpus:gemm_tiled,text_bytes,28959
weighted+remat,corpus:gemm_tiled,insns,7122
weighted+remat,corpus:gemm_tiled,ldr_sp,1070
weighted+remat,corpus:gemm_tiled,str_sp,1974
weighted+remat,corpus:gemm_tiled,ldp_sp,0
weighted+remat,corpus:gemm_tiled,stp_sp,0
weighted+remat,corpus:gemm_tiled,mov_imm,1832
weighted+remat,corpus:gemm_tiled,objects,1
weighted+remat,corpus:gemm_tiled,kfn_insns,2290
weighted+remat,corpus:gemm_tiled,kfn_ldr_sp,197
weighted+remat,corpus:gemm_tiled,kfn_str_sp,991
weighted+remat,corpus:gemm_tiled,kfn_ldp_sp,0
weighted+remat,corpus:gemm_tiled,kfn_stp_sp,0
weighted+remat,corpus:gemm_tiled,kfn_mov_imm,905
weighted+remat,corpus:gemm_tiled,kfn_symbols,1
weighted+remat,corpus:gemm_tiled,correct,1
weighted+remat,corpus:gemm_tiled,run_median_s,85.415242
weighted+remat,corpus:gemm_tiled,run_min_s,83.554262
weighted+remat+spectral,corpus:gemm_tiled,compile_s,6.527
weighted+remat+spectral,corpus:gemm_tiled,obj_bytes,32704
weighted+remat+spectral,corpus:gemm_tiled,text_bytes,29091
weighted+remat+spectral,corpus:gemm_tiled,insns,7155
weighted+remat+spectral,corpus:gemm_tiled,ldr_sp,1087
weighted+remat+spectral,corpus:gemm_tiled,str_sp,1986
weighted+remat+spectral,corpus:gemm_tiled,ldp_sp,0
weighted+remat+spectral,corpus:gemm_tiled,stp_sp,0
weighted+remat+spectral,corpus:gemm_tiled,mov_imm,1836
weighted+remat+spectral,corpus:gemm_tiled,objects,1
weighted+remat+spectral,corpus:gemm_tiled,kfn_insns,2290
weighted+remat+spectral,corpus:gemm_tiled,kfn_ldr_sp,197
weighted+remat+spectral,corpus:gemm_tiled,kfn_str_sp,991
weighted+remat+spectral,corpus:gemm_tiled,kfn_ldp_sp,0
weighted+remat+spectral,corpus:gemm_tiled,kfn_stp_sp,0
weighted+remat+spectral,corpus:gemm_tiled,kfn_mov_imm,905
weighted+remat+spectral,corpus:gemm_tiled,kfn_symbols,1
weighted+remat+spectral,corpus:gemm_tiled,correct,1
weighted+remat+spectral,corpus:gemm_tiled,run_median_s,85.608863
weighted+remat+spectral,corpus:gemm_tiled,run_min_s,83.482231
eregalloc-c0,corpus:gemm_tiled,compile_s,6.834
eregalloc-c0,corpus:gemm_tiled,obj_bytes,30704
eregalloc-c0,corpus:gemm_tiled,text_bytes,27095
eregalloc-c0,corpus:gemm_tiled,insns,6656
eregalloc-c0,corpus:gemm_tiled,ldr_sp,998
eregalloc-c0,corpus:gemm_tiled,str_sp,1731
eregalloc-c0,corpus:gemm_tiled,ldp_sp,0
eregalloc-c0,corpus:gemm_tiled,stp_sp,0
eregalloc-c0,corpus:gemm_tiled,mov_imm,1679
eregalloc-c0,corpus:gemm_tiled,objects,1
eregalloc-c0,corpus:gemm_tiled,kfn_insns,2025
eregalloc-c0,corpus:gemm_tiled,kfn_ldr_sp,121
eregalloc-c0,corpus:gemm_tiled,kfn_str_sp,848
eregalloc-c0,corpus:gemm_tiled,kfn_ldp_sp,0
eregalloc-c0,corpus:gemm_tiled,kfn_stp_sp,0
eregalloc-c0,corpus:gemm_tiled,kfn_mov_imm,861
eregalloc-c0,corpus:gemm_tiled,kfn_symbols,1
eregalloc-c0,corpus:gemm_tiled,correct,1
eregalloc-c0,corpus:gemm_tiled,run_median_s,20.202074
eregalloc-c0,corpus:gemm_tiled,run_min_s,19.868914
eregalloc-c0+spectral,corpus:gemm_tiled,compile_s,7.013
eregalloc-c0+spectral,corpus:gemm_tiled,obj_bytes,30400
eregalloc-c0+spectral,corpus:gemm_tiled,text_bytes,26787
eregalloc-c0+spectral,corpus:gemm_tiled,insns,6579
eregalloc-c0+spectral,corpus:gemm_tiled,ldr_sp,996
eregalloc-c0+spectral,corpus:gemm_tiled,str_sp,1694
eregalloc-c0+spectral,corpus:gemm_tiled,ldp_sp,0
eregalloc-c0+spectral,corpus:gemm_tiled,stp_sp,0
eregalloc-c0+spectral,corpus:gemm_tiled,mov_imm,1641
eregalloc-c0+spectral,corpus:gemm_tiled,objects,1
eregalloc-c0+spectral,corpus:gemm_tiled,kfn_insns,2029
eregalloc-c0+spectral,corpus:gemm_tiled,kfn_ldr_sp,120
eregalloc-c0+spectral,corpus:gemm_tiled,kfn_str_sp,851
eregalloc-c0+spectral,corpus:gemm_tiled,kfn_ldp_sp,0
eregalloc-c0+spectral,corpus:gemm_tiled,kfn_stp_sp,0
eregalloc-c0+spectral,corpus:gemm_tiled,kfn_mov_imm,863
eregalloc-c0+spectral,corpus:gemm_tiled,kfn_symbols,1
